token,phonemes,ipa,syllables,stress,plosives,fricatives,energy,rhyme_family,archetype
Prepare,P R E P A R E,prepare,2,10,2,0,0.3,are,Gatswaai
Preposition,P R E P O S I T I O N,preposition,4,1000,3,1,0.53,tion,Gatswaai
Prescribe,P R E S K R I B E,preskribe,2,10,3,1,0.53,ibe,Gatswaai
Present,P R E S E N T,present,2,10,2,1,0.38,ent,Gatswaai
Preserve,P R E S E R V E,preserve,2,10,1,2,0.31,rve,Gatswaai
President,P R E S I D E N T,president,3,100,3,1,0.53,ent,Gatswaai
Press,P R E S S,press,1,1,1,2,0.41,ess,Gatswaai
Pressure,P R E S S U R E,pressure,2,10,1,2,0.31,ure,Gatswaai
Prestige,P R E S T I G E,prestiɡe,2,10,3,1,0.53,ige,Gatswaai
Presume,P R E S U M E,presume,2,10,1,1,0.23,ume,Gatswaai
Pretend,P R E T E N D,pretend,2,10,3,0,0.45,end,Gatswaai
Prevent,P R E V E N T,prevent,2,10,2,1,0.38,ent,Gatswaai
Previous,P R E V I AW S,previaʊs,2,10,1,2,0.31,ous,Gatswaai
Prey,P R IY,pri,1,1,1,0,0.25,y,Gatswaai
Pride,P R I D E,pride,1,1,2,0,0.4,ide,Gatswaai
Priest,P R I E S T,priest,1,1,2,1,0.48,est,Gatswaai
Primary,P R I M A R Y,primarj,3,100,1,0,0.15,y,Gatswaai
Prime,P R I M E,prime,1,1,1,0,0.25,ime,Gatswaai
Primitive,P R I M I T I V E,primitive,3,100,2,1,0.38,ive,Gatswaai
Prince,P R I N K E,prinke,1,1,2,0,0.4,nce,Gatswaai
Print,P R I N T,print,1,1,2,0,0.4,int,Gatswaai
Prison,P R I S O N,prison,2,10,1,1,0.23,son,Gatswaai
Private,P R I V A T E,private,2,10,2,1,0.38,ate,Gatswaai
Prize,P R I Z E,prize,1,1,1,1,0.33,ize,Gatswaai
Probe,P R O B E,probe,1,1,2,0,0.4,obe,Gatswaai
Problem,P R O B L E M,problem,2,10,2,0,0.3,lem,Gatswaai
Proceed,P R O K E E D,prokeed,2,10,3,0,0.45,eed,Gatswaai
Process,P R O K E S S,prokess,2,10,2,2,0.46,ess,Gatswaai
Proclaim,P R O K L EY M,prokleɪm,2,10,2,0,0.3,aim,Gatswaai
Procrastinate,P R O K R A S T I N A T E,prokrastinate,4,1000,4,1,0.68,ate,Gatswaai
Procure,P R O K U R E,prokure,2,10,2,0,0.3,ure,Gatswaai
Produce,P R O D U K E,produke,2,10,3,0,0.45,uce,Gatswaai
Product,P R O D U K T,produkt,2,10,4,0,0.6,uct,Gatswaai
Profane,P R O F A N E,profane,2,10,1,1,0.23,ane,Gatswaai
Profess,P R O F E S S,profess,2,10,1,3,0.39,ess,Gatswaai
Professional,P R O F E S S I O N A L,professional,4,1000,1,3,0.39,nal,Gatswaai
Professor,P R O F E S S O R,professor,3,100,1,3,0.39,sor,Gatswaai
Profile,P R O F I L E,profile,2,10,1,1,0.23,ile,Gatswaai
Profit,P R O F I T,profit,2,10,2,1,0.38,fit,Gatswaai
Program,P R O G R A M,proɡram,2,10,2,0,0.3,ram,Gatswaai
Progress,P R O G R E S S,proɡress,2,10,2,2,0.46,ess,Gatswaai
Project,P R O J E K T,projekt,2,10,3,0,0.45,ect,Gatswaai
Prominent,P R O M I N E N T,prominent,3,100,2,0,0.3,ent,Gatswaai
Promise,P R O M I S E,promise,2,10,1,1,0.23,ise,Gatswaai
Promote,P R O M O T E,promote,2,10,2,0,0.3,ote,Gatswaai
Prompt,P R O M P T,prompt,1,1,3,0,0.55,mpt,Gatswaai
Proof,P R O O F,proof,1,1,1,1,0.33,oof,Gatswaai
Propaganda,P R O P A G A N D A,propaɡanda,4,1000,4,0,0.6,nda,Gatswaai
Proper,P R O P E R,proper,2,10,2,0,0.3,per,Gatswaai
Property,P R O P E R T Y,propertj,3,100,3,0,0.45,y,Gatswaai
Prophet,P R O P H E T,prophet,2,10,3,1,0.53,het,Gatswaai
Proportion,P R O P O R T I O N,proportion,3,100,3,0,0.45,tion,Gatswaai
Proposal,P R O P O S A L,proposal,3,100,2,1,0.38,sal,Gatswaai
Propose,P R O P O S E,propose,2,10,2,1,0.38,ose,Gatswaai
Prospect,P R O S P E K T,prospekt,2,10,4,1,0.68,ect,Gatswaai
Prosper,P R O S P E R,prosper,2,10,2,1,0.38,per,Gatswaai
Protect,P R O T E K T,protekt,2,10,4,0,0.6,ect,Gatswaai
Protest,P R O T E S T,protest,2,10,3,1,0.53,est,Gatswaai
Protocol,P R O T O K O L,protokol,3,100,3,0,0.45,col,Gatswaai
Proud,P R AW D,praʊd,1,1,2,0,0.4,oud,Gatswaai
Prove,P R O V E,prove,1,1,1,1,0.33,ove,Gatswaai
Proverb,P R O V E R B,proverb,2,10,2,1,0.38,erb,Gatswaai
Provide,P R O V I D E,provide,2,10,2,1,0.38,ide,Gatswaai
Provision,P R O V I S I O N,provision,3,100,1,2,0.31,sion,Gatswaai
Provoke,P R O V O K E,provoke,2,10,2,1,0.38,oke,Gatswaai
Prowl,P R AW L,praʊl,1,1,1,0,0.25,owl,Gatswaai
Proxy,P R O X Y,proxj,2,10,1,0,0.15,y,Gatswaai
Prudent,P R U D E N T,prudent,2,10,3,0,0.45,ent,Gatswaai
Psalm,P S A L M,psalm,1,1,1,1,0.33,alm,Gatswaai
Pseudo,P S E U D O,pseudo,2,10,2,1,0.38,udo,Gatswaai
Psychic,P S Y K H I K,psjkhik,2,10,3,2,0.61,hic,Gatswaai
Psychosis,P S Y K H O S I S,psjkhosis,3,100,2,4,0.62,sis,Gatswaai
Puberty,P U B E R T Y,pubertj,3,100,3,0,0.45,y,Gatswaai
Public,P U B L I K,publik,2,10,3,0,0.45,lic,Gatswaai
Publish,P U B L I SH,publiʃ,2,10,2,2,0.46,ish,Gatswaai
Pucker,P U K K E R,pukker,2,10,3,0,0.45,ker,Gatswaai
Puff,P U F F,puff,1,1,1,2,0.41,uff,Gatswaai
Pull,P U L L,pull,1,1,1,0,0.25,ull,Gatswaai
Pulp,P U L P,pulp,1,1,2,0,0.4,ulp,Gatswaai
Pulse,P U L S E,pulse,1,1,1,1,0.33,lse,Gatswaai
Pump,P U M P,pump,1,1,2,0,0.4,ump,Gatswaai
Punch,P U N K H,punkh,1,1,2,1,0.48,nch,Gatswaai
Pupil,P U P I L,pupil,2,10,2,0,0.3,pil,Gatswaai
Puppet,P U P P E T,puppet,2,10,4,0,0.6,pet,Gatswaai
Puppy,P U P P Y,puppj,2,10,3,0,0.45,y,Gatswaai
Purchase,P U R K H A S E,purkhase,2,10,2,2,0.46,ase,Gatswaai
Pure,P U R E,pure,1,1,1,0,0.25,ure,Gatswaai
Purgatory,P U R G A T O R Y,purɡatorj,4,1000,3,0,0.45,y,Gatswaai
Purge,P U R G E,purɡe,1,1,2,0,0.4,rge,Gatswaai
Purify,P U R I F Y,purifj,3,100,1,1,0.23,y,Gatswaai
Purple,P U R P L E,purple,1,1,2,0,0.4,ple,Gatswaai
Purpose,P U R P O S E,purpose,2,10,2,1,0.38,ose,Gatswaai
Purse,P U R S E,purse,1,1,1,1,0.33,rse,Gatswaai
Push,P U SH,puʃ,1,1,1,2,0.41,ush,Gatswaai
Put,P U T,put,1,1,2,0,0.4,put,Gatswaai
Puzzle,P U Z Z L E,puzzle,1,1,1,2,0.41,zle,Gatswaai
Pyramid,P Y R A M I D,pjramid,3,100,2,0,0.3,mid,Gatswaai
Pyre,P Y R E,pjre,1,1,1,0,0.25,yre,Gatswaai
Quack,Q U A K K,quakk,1,1,2,0,0.4,ack,Gatswaai
Quadrant,Q U A D R A N T,quadrant,2,10,2,0,0.3,ant,Gatswaai
Quake,Q U A K E,quake,1,1,1,0,0.25,ake,Gatswaai
Qualify,Q U A L I F Y,qualifj,3,100,0,1,0.08,y,Gatswaai
Quality,Q U A L I T Y,qualitj,3,100,1,0,0.15,y,Gatswaai
Quantum,Q U A N T U M,quantum,2,10,1,0,0.15,tum,Gatswaai
Quarantine,Q U A R A N T I N E,quarantine,3,100,1,0,0.15,ine,Gatswaai
Quark,Q U A R K,quark,1,1,1,0,0.25,ark,Gatswaai
Quarter,Q U A R T E R,quarter,2,10,1,0,0.15,ter,Gatswaai
Quasar,Q U A S A R,quasar,2,10,0,1,0.08,sar,Gatswaai
Quash,Q U A SH,quaʃ,1,1,0,2,0.26,ash,Gatswaai
Quasi,Q U A S I,quasi,2,10,0,1,0.08,asi,Gatswaai
Queasy,Q U E A S Y,queasj,2,10,0,1,0.08,y,Gatswaai
Queen,Q U E E N,queen,1,1,0,0,0.1,een,Gatswaai
Quest,Q U E S T,quest,1,1,1,1,0.33,est,Gatswaai
Question,Q U E S T I O N,question,2,10,1,1,0.23,tion,Gatswaai
Quick,Q U I K K,quikk,1,1,2,0,0.4,ick,Gatswaai
Quiet,Q U I E T,quiet,1,1,1,0,0.25,iet,Gatswaai
Quill,Q U I L L,quill,1,1,0,0,0.1,ill,Gatswaai
Quilt,Q U I L T,quilt,1,1,1,0,0.25,ilt,Gatswaai
Quirk,Q U I R K,quirk,1,1,1,0,0.25,irk,Gatswaai
Quiver,Q U I V E R,quiver,2,10,0,1,0.08,ver,Gatswaai
Quiz,Q U I Z,quiz,1,1,0,1,0.18,uiz,Gatswaai
Quota,Q U O T A,quota,2,10,1,0,0.15,ota,Gatswaai
Quote,Q U O T E,quote,1,1,1,0,0.25,ote,Gatswaai
Rabbi,R A B B I,rabbi,2,10,2,0,0.3,bbi,Gatswaai
Rabbit,R A B B I T,rabbit,2,10,3,0,0.45,bit,Gatswaai
Race,R A K E,rake,1,1,1,0,0.25,ace,Gatswaai
Racial,R A K I A L,rakial,2,10,1,0,0.15,ial,Gatswaai
Rack,R A K K,rakk,1,1,2,0,0.4,ack,Gatswaai
Radiant,R A D I A N T,radiant,2,10,2,0,0.3,ant,Gatswaai
Radical,R A D I K A L,radikal,3,100,2,0,0.3,cal,Gatswaai
Radio,R A D I O,radio,2,10,1,0,0.15,dio,Gatswaai
Radius,R A D I U S,radius,2,10,1,1,0.23,ius,Gatswaai
Raffle,R A F F L E,raffle,1,1,0,2,0.26,fle,Gatswaai
Rage,R A G E,raɡe,1,1,1,0,0.25,age,Gatswaai
Raid,R EY D,reɪd,1,1,1,0,0.25,aid,Gatswaai
Rail,R EY L,reɪl,1,1,0,0,0.1,ail,Gatswaai
Rain,R EY N,reɪn,1,1,0,0,0.1,ain,Gatswaai
Raise,R EY S E,reɪse,1,1,0,1,0.18,ise,Gatswaai
Rally,R A L L Y,rallj,2,10,0,0,0.0,y,Gatswaai
Ranch,R A N K H,rankh,1,1,1,1,0.33,nch,Gatswaai
Random,R A N D O M,random,2,10,1,0,0.15,dom,Gatswaai
Range,R A N G E,ranɡe,1,1,1,0,0.25,nge,Gatswaai
Rank,R A N K,rank,1,1,1,0,0.25,ank,Gatswaai
Rapid,R A P I D,rapid,2,10,2,0,0.3,pid,Gatswaai
Rapt,R A P T,rapt,1,1,2,0,0.4,apt,Gatswaai
Rare,R A R E,rare,1,1,0,0,0.1,are,Gatswaai
Rash,R A SH,raʃ,1,1,0,2,0.26,ash,Gatswaai
Rat,R A T,rat,1,1,1,0,0.25,rat,Gatswaai
Rate,R A T E,rate,1,1,1,0,0.25,ate,Gatswaai
Rather,R A T H E R,rather,2,10,1,1,0.23,her,Gatswaai
Raven,R A V E N,raven,2,10,0,1,0.08,ven,Gatswaai
Ravine,R A V I N E,ravine,2,10,0,1,0.08,ine,Gatswaai
Raw,R A W,raw,1,1,0,0,0.1,raw,Gatswaai
Ray,R EY,reɪ,1,1,0,0,0.1,y,Gatswaai
Razor,R A Z O R,razor,2,10,0,1,0.08,zor,Gatswaai
Reach,R E A K H,reakh,1,1,1,1,0.33,ach,Gatswaai
React,R E A K T,reakt,1,1,2,0,0.4,act,Gatswaai
Read,R E A D,read,1,1,1,0,0.25,ead,Gatswaai
Ready,R E A D Y,readj,2,10,1,0,0.15,y,Gatswaai
Real,R E A L,real,1,1,0,0,0.1,eal,Gatswaai
Reality,R E A L I T Y,realitj,3,100,1,0,0.15,y,Gatswaai
Realize,R E A L I Z E,realize,2,10,0,1,0.08,ize,Gatswaai
Realm,R E A L M,realm,1,1,0,0,0.1,alm,Gatswaai
Rear,R E A R,rear,1,1,0,0,0.1,ear,Gatswaai
Reason,R E A S O N,reason,2,10,0,1,0.08,son,Gatswaai
Rebel,R E B E L,rebel,2,10,1,0,0.15,bel,Gatswaai
Rebuke,R E B U K E,rebuke,2,10,2,0,0.3,uke,Gatswaai
Recall,R E K A L L,rekall,2,10,1,0,0.15,all,Gatswaai
Recede,R E K E D E,rekede,2,10,2,0,0.3,ede,Gatswaai
Receipt,R E K IY P T,rekipt,2,10,3,0,0.45,ipt,Gatswaai
Receive,R E K IY V E,rekive,2,10,1,1,0.23,ive,Gatswaai
Recent,R E K E N T,rekent,2,10,2,0,0.3,ent,Gatswaai
Recipe,R E K I P E,rekipe,2,10,2,0,0.3,ipe,Gatswaai
Reckless,R E K K L E S S,rekkless,2,10,2,2,0.46,ess,Gatswaai
Reckon,R E K K O N,rekkon,2,10,2,0,0.3,kon,Gatswaai
Record,R E K O R D,rekord,2,10,2,0,0.3,ord,Gatswaai
Recover,R E K O V E R,rekover,3,100,1,1,0.23,ver,Gatswaai
Recruit,R E K R U I T,rekruit,2,10,2,0,0.3,uit,Gatswaai
Rectify,R E K T I F Y,rektifj,3,100,2,1,0.38,y,Gatswaai
Red,R E D,red,1,1,1,0,0.25,red,Gatswaai
Redeem,R E D E E M,redeem,2,10,1,0,0.15,eem,Gatswaai
Reduce,R E D U K E,reduke,2,10,2,0,0.3,uce,Gatswaai
Reform,R E F O R M,reform,2,10,0,1,0.08,orm,Gatswaai
Refuge,R E F U G E,refuɡe,2,10,1,1,0.23,uge,Gatswaai
Refund,R E F U N D,refund,2,10,1,1,0.23,und,Gatswaai
Refuse,R E F U S E,refuse,2,10,0,2,0.16,use,Gatswaai
Regal,R E G A L,reɡal,2,10,1,0,0.15,gal,Gatswaai
Regard,R E G A R D,reɡard,2,10,2,0,0.3,ard,Gatswaai
Regime,R E G I M E,reɡime,2,10,1,0,0.15,ime,Gatswaai
Region,R E G I O N,reɡion,2,10,1,0,0.15,ion,Gatswaai
Register,R E G I S T E R,reɡister,3,100,2,1,0.38,ter,Gatswaai
Regret,R E G R E T,reɡret,2,10,2,0,0.3,ret,Gatswaai
Regular,R E G U L A R,reɡular,3,100,1,0,0.15,lar,Gatswaai
Regulate,R E G U L A T E,reɡulate,3,100,2,0,0.3,ate,Gatswaai
Reign,R IY G N,riɡn,1,1,1,0,0.25,ign,Gatswaai
Reject,R E J E K T,rejekt,2,10,2,0,0.3,ect,Gatswaai
Relate,R E L A T E,relate,2,10,1,0,0.15,ate,Gatswaai
Relax,R E L A X,relax,2,10,0,0,0.0,lax,Gatswaai
Relay,R E L EY,releɪ,2,10,0,0,0.0,y,Gatswaai
Release,R E L E A S E,release,2,10,0,1,0.08,ase,Gatswaai
Relent,R E L E N T,relent,2,10,1,0,0.15,ent,Gatswaai
Reliable,R E L I A B L E,reliable,2,10,1,0,0.15,ble,Gatswaai
Relief,R E L I E F,relief,2,10,0,1,0.08,ief,Gatswaai
Rely,R E L Y,relj,2,10,0,0,0.0,y,Gatswaai
Remain,R E M EY N,remeɪn,2,10,0,0,0.0,ain,Gatswaai
Remark,R E M A R K,remark,2,10,1,0,0.15,ark,Gatswaai
Remedy,R E M E D Y,remedj,3,100,1,0,0.15,y,Gatswaai
Remember,R E M E M B E R,remember,3,100,1,0,0.15,ber,Gatswaai
Remind,R E M I N D,remind,2,10,1,0,0.15,ind,Gatswaai
Remote,R E M O T E,remote,2,10,1,0,0.15,ote,Gatswaai
Remove,R E M O V E,remove,2,10,0,1,0.08,ove,Gatswaai
Renaissance,R E N EY S S A N K E,reneɪssanke,3,100,1,2,0.31,ance,Gatswaai
Render,R E N D E R,render,2,10,1,0,0.15,der,Gatswaai
Renege,R E N E G E,reneɡe,2,10,1,0,0.15,ege,Gatswaai
Renew,R E N E W,renew,2,10,0,0,0.0,new,Gatswaai
Rent,R E N T,rent,1,1,1,0,0.25,ent,Gatswaai
Repair,R E P EY R,repeɪr,2,10,1,0,0.15,air,Gatswaai
Repeal,R E P E A L,repeal,2,10,1,0,0.15,eal,Gatswaai
Repeat,R E P E A T,repeat,2,10,2,0,0.3,eat,Gatswaai
Replace,R E P L A K E,replake,2,10,2,0,0.3,ace,Gatswaai
Reply,R E P L Y,replj,2,10,1,0,0.15,y,Gatswaai
Report,R E P O R T,report,2,10,2,0,0.3,ort,Gatswaai
Representative,R E P R E S E N T A T I V E,representative,5,10000,3,2,0.61,ive,Gatswaai
Repress,R E P R E S S,repress,2,10,1,2,0.31,ess,Gatswaai
Reprieve,R E P R I E V E,reprieve,2,10,1,1,0.23,eve,Gatswaai
Reproach,R E P R O A K H,reproakh,2,10,2,1,0.38,ach,Gatswaai
Reproduce,R E P R O D U K E,reproduke,3,100,3,0,0.45,uce,Gatswaai
Repulse,R E P U L S E,repulse,2,10,1,1,0.23,lse,Gatswaai
Request,R E Q U E S T,request,2,10,1,1,0.23,est,Gatswaai
Require,R E Q U I R E,require,2,10,0,0,0.0,ire,Gatswaai
Rescue,R E S K U E,reskue,1,1,1,1,0.33,cue,Gatswaai
Resemble,R E S E M B L E,resemble,2,10,1,1,0.23,ble,Gatswaai
Resent,R E S E N T,resent,2,10,1,1,0.23,ent,Gatswaai
Reserve,R E S E R V E,reserve,2,10,0,2,0.16,rve,Gatswaai
Resign,R E S I G N,resiɡn,2,10,1,1,0.23,ign,Gatswaai
Resist,R E S I S T,resist,2,10,1,2,0.31,ist,Gatswaai
Resolute,R E S O L U T E,resolute,3,100,1,1,0.23,ute,Gatswaai
Resolve,R E S O L V E,resolve,2,10,0,2,0.16,lve,Gatswaai
Resort,R E S O R T,resort,2,10,1,1,0.23,ort,Gatswaai
Resource,R E S AW R K E,resaʊrke,2,10,1,1,0.23,rce,Gatswaai
Respect,R E S P E K T,respekt,2,10,3,1,0.53,ect,Gatswaai
Respond,R E S P O N D,respond,2,10,2,1,0.38,ond,Gatswaai
Response,R E S P O N S E,response,2,10,1,2,0.31,nse,Gatswaai
Restore,R E S T O R E,restore,2,10,1,1,0.23,ore,Gatswaai
Result,R E S U L T,result,2,10,1,1,0.23,ult,Gatswaai
Resume,R E S U M E,resume,2,10,0,1,0.08,ume,Gatswaai
Retail,R E T EY L,reteɪl,2,10,1,0,0.15,ail,Gatswaai
Retain,R E T EY N,reteɪn,2,10,1,0,0.15,ain,Gatswaai
Retire,R E T I R E,retire,2,10,1,0,0.15,ire,Gatswaai
Return,R E T U R N,return,2,10,1,0,0.15,urn,Gatswaai
Reveal,R E V E A L,reveal,2,10,0,1,0.08,eal,Gatswaai
Revenue,R E V E N U E,revenue,2,10,0,1,0.08,nue,Gatswaai
Reverse,R E V E R S E,reverse,2,10,0,2,0.16,rse,Gatswaai
Review,R E V I E W,review,2,10,0,1,0.08,iew,Gatswaai
Revise,R E V I S E,revise,2,10,0,2,0.16,ise,Gatswaai
Revive,R E V I V E,revive,2,10,0,2,0.16,ive,Gatswaai
Revoke,R E V O K E,revoke,2,10,1,1,0.23,oke,Gatswaai
Revolution,R E V O L U T I O N,revolution,4,1000,1,1,0.23,tion,Gatswaai
Revolve,R E V O L V E,revolve,2,10,0,2,0.16,lve,Gatswaai
Reward,R E W A R D,reward,2,10,1,0,0.15,ard,Gatswaai
Rhetoric,R H E T O R I K,rhetorik,3,100,2,1,0.38,ric,Gatswaai
Rhyme,R H Y M E,rhjme,1,1,0,1,0.18,yme,Gatswaai
Rhythm,R H Y T H M,rhjthm,1,1,1,2,0.41,thm,Gatswaai
Rib,R I B,rib,1,1,1,0,0.25,rib,Gatswaai
Ribbon,R I B B O N,ribbon,2,10,2,0,0.3,bon,Gatswaai
Rice,R I K E,rike,1,1,1,0,0.25,ice,Gatswaai
Rich,R I K H,rikh,1,1,1,1,0.33,ich,Gatswaai
Ride,R I D E,ride,1,1,1,0,0.25,ide,Gatswaai
Ridge,R I D G E,ridɡe,1,1,2,0,0.4,dge,Gatswaai
Rifle,R I F L E,rifle,1,1,0,1,0.18,fle,Gatswaai
Right,R I G H T,riɡht,1,1,2,1,0.48,ght,Gatswaai
Rigid,R I G I D,riɡid,2,10,2,0,0.3,gid,Gatswaai
Rim,R I M,rim,1,1,0,0,0.1,rim,Gatswaai
Ring,R I N G,rinɡ,1,1,1,0,0.25,ing,Gatswaai
Riot,R I O T,riot,1,1,1,0,0.25,iot,Gatswaai
Rip,R I P,rip,1,1,1,0,0.25,rip,Gatswaai
Ripe,R I P E,ripe,1,1,1,0,0.25,ipe,Gatswaai
Rise,R I S E,rise,1,1,0,1,0.18,ise,Gatswaai
Risk,R I S K,risk,1,1,1,1,0.33,isk,Gatswaai
Ritual,R I T U A L,ritual,2,10,1,0,0.15,ual,Gatswaai
Rival,R I V A L,rival,2,10,0,1,0.08,val,Gatswaai
River,R I V E R,river,2,10,0,1,0.08,ver,Gatswaai
Road,R O A D,road,1,1,1,0,0.25,oad,Gatswaai
Roar,R O A R,roar,1,1,0,0,0.1,oar,Gatswaai
Roast,R O A S T,roast,1,1,1,1,0.33,ast,Gatswaai
Rob,R O B,rob,1,1,1,0,0.25,rob,Gatswaai
Robe,R O B E,robe,1,1,1,0,0.25,obe,Gatswaai
Robot,R O B O T,robot,2,10,2,0,0.3,bot,Gatswaai
Rock,R O K K,rokk,1,1,2,0,0.4,ock,Gatswaai
Rocket,R O K K E T,rokket,2,10,3,0,0.45,ket,Gatswaai
Rod,R O D,rod,1,1,1,0,0.25,rod,Gatswaai
Role,R O L E,role,1,1,0,0,0.1,ole,Gatswaai
Roll,R O L L,roll,1,1,0,0,0.1,oll,Gatswaai
Romance,R O M A N K E,romanke,2,10,1,0,0.15,ance,Gatswaai
Roof,R O O F,roof,1,1,0,1,0.18,oof,Gatswaai
Rook,R O O K,rook,1,1,1,0,0.25,ook,Gatswaai
Room,R O O M,room,1,1,0,0,0.1,oom,Gatswaai
Root,R O O T,root,1,1,1,0,0.25,oot,Gatswaai
Rose,R O S E,rose,1,1,0,1,0.18,ose,Gatswaai
Rosy,R O S Y,rosj,2,10,0,1,0.08,y,Gatswaai
Rotate,R O T A T E,rotate,2,10,2,0,0.3,ate,Gatswaai
Rotten,R O T T E N,rotten,2,10,2,0,0.3,ten,Gatswaai
Rough,R AW G H,raʊɡh,1,1,1,1,0.33,ugh,Gatswaai
Round,R AW N D,raʊnd,1,1,1,0,0.25,und,Gatswaai
Route,R AW T E,raʊte,1,1,1,0,0.25,ute,Gatswaai
Row,R AW,raʊ,1,1,0,0,0.1,row,Gatswaai
Royal,R OY A L,rɔɪal,1,1,0,0,0.1,yal,Gatswaai
Rub,R U B,rub,1,1,1,0,0.25,rub,Gatswaai
Rubber,R U B B E R,rubber,2,10,2,0,0.3,ber,Gatswaai
Rubble,R U B B L E,rubble,1,1,2,0,0.4,ble,Gatswaai
Ruby,R U B Y,rubj,2,10,1,0,0.15,y,Gatswaai
Rude,R U D E,rude,1,1,1,0,0.25,ude,Gatswaai
Rug,R U G,ruɡ,1,1,1,0,0.25,rug,Gatswaai
Ruin,R U I N,ruin,1,1,0,0,0.1,uin,Gatswaai
Rule,R U L E,rule,1,1,0,0,0.1,ule,Gatswaai
Ruler,R U L E R,ruler,2,10,0,0,0.0,ler,Gatswaai
Rum,R U M,rum,1,1,0,0,0.1,rum,Gatswaai
Rumor,R U M O R,rumor,2,10,0,0,0.0,mor,Gatswaai
Run,R U N,run,1,1,0,0,0.1,run,Gatswaai
Rural,R U R A L,rural,2,10,0,0,0.0,ral,Gatswaai
Rush,R U SH,ruʃ,1,1,0,2,0.26,ush,Gatswaai
Rustic,R U S T I K,rustik,2,10,2,1,0.38,tic,Gatswaai
Ruth,R U T H,ruth,1,1,1,1,0.33,uth,Gatswaai
Sack,S A K K,sakk,1,1,2,1,0.48,ack,Gatswaai
Sad,S A D,sad,1,1,1,1,0.33,sad,Gatswaai
Saddle,S A D D L E,saddle,1,1,2,1,0.48,dle,Gatswaai
Sadness,S A D N E S S,sadness,2,10,1,3,0.39,ess,Gatswaai
Safe,S A F E,safe,1,1,0,2,0.26,afe,Gatswaai
Safety,S A F E T Y,safetj,3,100,1,2,0.31,y,Gatswaai
Sag,S A G,saɡ,1,1,1,1,0.33,sag,Gatswaai
Sail,S EY L,seɪl,1,1,0,1,0.18,ail,Gatswaai
Salad,S A L A D,salad,2,10,1,1,0.23,lad,Gatswaai
Salary,S A L A R Y,salarj,3,100,0,1,0.08,y,Gatswaai
Sale,S A L E,sale,1,1,0,1,0.18,ale,Gatswaai
Salesman,S A L E S M A N,salesman,3,100,0,2,0.16,man,Gatswaai
Saline,S A L I N E,saline,2,10,0,1,0.08,ine,Gatswaai
Saliva,S A L I V A,saliva,3,100,0,2,0.16,iva,Gatswaai
Sallow,S A L L AW,sallaʊ,2,10,0,1,0.08,low,Gatswaai
Salt,S A L T,salt,1,1,1,1,0.33,alt,Gatswaai
Salute,S A L U T E,salute,2,10,1,1,0.23,ute,Gatswaai
Same,S A M E,same,1,1,0,1,0.18,ame,Gatswaai
Sample,S A M P L E,sample,1,1,1,1,0.33,ple,Gatswaai
Sand,S A N D,sand,1,1,1,1,0.33,and,Gatswaai
Sash,S A SH,saʃ,1,1,0,3,0.34,ash,Gatswaai
Satan,S A T A N,satan,2,10,1,1,0.23,tan,Gatswaai
Satisfactory,S A T I S F A K T O R Y,satisfaktorj,5,10000,3,3,0.69,y,Gatswaai
Saturate,S A T U R A T E,saturate,3,100,2,1,0.38,ate,Gatswaai
Sauce,S A U K E,sauke,1,1,1,1,0.33,uce,Gatswaai
Sausage,S A U S A G E,sausaɡe,2,10,1,2,0.31,age,Gatswaai
Save,S A V E,save,1,1,0,2,0.26,ave,Gatswaai
Savior,S A V I O R,savior,2,10,0,2,0.16,ior,Gatswaai
Savvy,S A V V Y,savvj,2,10,0,3,0.24,y,Gatswaai
Saw,S A W,saw,1,1,0,1,0.18,saw,Gatswaai
Say,S EY,seɪ,1,1,0,1,0.18,y,Gatswaai
Scale,S K A L E,skale,1,1,1,1,0.33,ale,Gatswaai
Scalpel,S K A L P E L,skalpel,2,10,2,1,0.38,pel,Gatswaai
Scam,S K A M,skam,1,1,1,1,0.33,cam,Gatswaai
Scan,S K A N,skan,1,1,1,1,0.33,can,Gatswaai
Scandal,S K A N D A L,skandal,2,10,2,1,0.38,dal,Gatswaai
Scant,S K A N T,skant,1,1,2,1,0.48,ant,Gatswaai
Scar,S K A R,skar,1,1,1,1,0.33,car,Gatswaai
Scare,S K A R E,skare,1,1,1,1,0.33,are,Gatswaai
Scarlet,S K A R L E T,skarlet,2,10,2,1,0.38,let,Gatswaai
Scatter,S K A T T E R,skatter,2,10,3,1,0.53,ter,Gatswaai
Scene,S K E N E,skene,1,1,1,1,0.33,ene,Gatswaai
Scent,S K E N T,skent,1,1,2,1,0.48,ent,Gatswaai
School,S K H O O L,skhool,1,1,1,2,0.41,ool,Gatswaai
Science,S K I E N K E,skienke,1,1,2,1,0.48,ence,Gatswaai
Scissors,S K I S S O R S,skissors,2,10,1,4,0.47,ors,Gatswaai
Scoff,S K O F F,skoff,1,1,1,3,0.49,off,Gatswaai
Scold,S K O L D,skold,1,1,2,1,0.48,old,Gatswaai
Scoop,S K O O P,skoop,1,1,2,1,0.48,oop,Gatswaai
Scope,S K O P E,skope,1,1,2,1,0.48,ope,Gatswaai
Score,S K O R E,skore,1,1,1,1,0.33,ore,Gatswaai
Scorn,S K O R N,skorn,1,1,1,1,0.33,orn,Gatswaai
Scour,S K AW R,skaʊr,1,1,1,1,0.33,our,Gatswaai
